no,sentence,case,label_adam,reason_adam,label_anthony,reason_anthony,label_yoshua,reason_yoshua
912,Jadi gue ngomongin apa yang gue pengen aja.,fw,positive,kepuasan,neutral,-,positive,kepuasan
913,Tapi disitu lu menjelekan Pesi dan Mowal.,fw,negative,hinaan,neutral,ketidakpuasan,negative,hinaan
914,Ga menjelekan.,fw,neutral,-,neutral,-,neutral,-
915,Menjelekan.,fw,neutral,-,neutral,-,neutral,-
916,Mana ada.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
917,Itu stress.,fw,neutral,-,neutral,-,negative,hinaan
918,Mempertanyakan.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
919,Iya mempertanyakan iya.,fw,neutral,-,neutral,-,neutral,-
920,Mempertanyakan bisa menjelekan juga loh.,fw,neutral,-,neutral,-,negative,ketidakpuasan
921,Ya kalo orangnya gampang tersinggung.,fw,neutral,-,neutral,-,neutral,-
922,Iya nah itu dia maksud gue.,fw,neutral,-,neutral,-,neutral,-
923,Itu dia yang tadi gue obrolin.,fw,neutral,-,neutral,-,neutral,-
924,Kenapa lu mengetahui itu,fw,neutral,-,neutral,-,neutral,-
925,terus ga coba masukin diri lu kesana.,fw,neutral,-,neutral,-,neutral,-
926,Eh sekarang gini deh Paji.,fw,neutral,-,neutral,-,neutral,-
927,Kita fair-fairan ya.,fw,neutral,-,neutral,-,neutral,-
928,Gue misalnya.,fw,neutral,-,neutral,-,neutral,-
929,Gue pernah nih gue bikin konten ya.,fw,neutral,-,neutral,-,neutral,-
930,Terus ini pihak,fw,neutral,-,neutral,-,neutral,-
931,pihak musuhnya lah.,fw,neutral,-,neutral,-,neutral,-
932,Yang gue wawancara nih.,fw,neutral,-,neutral,-,neutral,-
933,Pihak musuhnya waktu itu.,fw,neutral,-,neutral,-,neutral,-
934,Terus gue karena ini teman.,fw,neutral,-,positive,pujian,neutral,-
935,Teman artis juga.,fw,negative,ketidakpuasan,neutral,-,neutral,-
936,Gue bilang bro.,fw,positive,kepuasan,neutral,-,neutral,-
937,Ini si ini dateng kesini.,fw,negative,ketidakpuasan,neutral,-,neutral,-
938,Gue podcast.,fw,neutral,-,neutral,-,neutral,-
939,Ini gue kasih tau lu ya.,fw,neutral,-,neutral,-,neutral,-
940,Karena bakal tayang.,fw,neutral,-,neutral,-,neutral,-
941,Kalo lu butuh wadah untuk,fw,neutral,-,neutral,-,neutral,-
942,menguruskan hak jawab.,fw,neutral,-,neutral,-,neutral,-
943,Silahkan datang.,fw,positive,kepuasan,neutral,-,neutral,-
944,Gue mah santai orangnya.,fw,positive,pujian,positive,pujian,positive,pujian
945,Dan gue ga ada niatan aneh-aneh.,fw,positive,pujian,positive,pujian,positive,pujian
946,Selain cari adsense ya.,fw,positive,kepuasan,positive,ketidakpuasan,positive,kepuasan
947,Namanya juga kerja.,fw,positive,pujian,positive,pujian,neutral,-
948,Jadi lu siap-siap.,fw,neutral,-,neutral,-,neutral,-
949,Siap-siap kalo dia keluar.,fw,neutral,-,neutral,-,neutral,-
950,Nah ini kan etika.,fw,neutral,-,neutral,-,neutral,-
951,Kenapa lu ga ngelakuin itu?,fw,neutral,-,neutral,-,neutral,-
952,Itu orang tanya soalnya.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
953,Ga perlu.,fw,neutral,-,neutral,-,neutral,-
954,Ga perlu lah.,fw,neutral,-,neutral,-,neutral,-
955,Gimana sih?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
956,Kita ada etita.,fw,neutral,-,-,-,neutral,-
957,Etita.,fw,neutral,-,-,-,neutral,-
958,Karena etika udah ga bisa etita aja dia.,fw,neutral,-,neutral,-,neutral,-
959,Ayo coba.,fw,neutral,-,neutral,-,neutral,-
960,Ada beberapa,fw,neutral,-,neutral,-,neutral,-
961,yang gue rasa,fw,neutral,-,neutral,-,neutral,-
962,gini sih.,fw,neutral,-,neutral,-,neutral,-
963,Mungkin kenapa gue ga nanya adalah,fw,neutral,-,neutral,ketidakpuasan,neutral,-
964,karena gue tau niat gue ga pernah buruk.,fw,positive,pujian,positive,pujian,positive,kepuasan
965,Dan mungkin lu kenal.,fw,neutral,-,neutral,-,neutral,-
966,Mungkin kenal.,fw,neutral,-,neutral,-,neutral,-
967,Mungkin juga ga banyak.,fw,neutral,-,neutral,-,neutral,-
968,Yang ga gue kenal gue bahas juga.,fw,positive,kepuasan,neutral,-,neutral,-
969,Ya kayak misalnya Mongol,fw,neutral,-,neutral,-,neutral,-
970,lu udah bisa ngepredik,fw,positive,kepuasan,neutral,-,neutral,-
971,bahwa oh Mongol kalo segini mah ga marah gitu.,fw,positive,pujian,positive,pujian,positive,pujian
972,Iya. Kalo Mongol gue kenal.,fw,neutral,-,neutral,-,positive,kepuasan
973,Mongol gue kenal dan gue tau Mongol ga akan marah.,fw,positive,pujian,positive,pujian,positive,pujian
974,Nah sekarang gue nanya kenapa lu ga cari aman?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
975,Apakah kau bermain,fw,neutral,-,neutral,-,neutral,-
976,dalam konsep tidak aman?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
977,Ga gini menurut gue,fw,positive,ketidakpuasan,neutral,ketidakpuasan,neutral,-
978,hidup lu akan terkekang sekali,fw,positive,kepuasan,neutral,ketidakpuasan,negative,ketidakpuasan
979,kalo tindakan lu selalu mempertimbangkan,fw,neutral,-,neutral,-,neutral,-
980,perasaan orang lain.,fw,neutral,-,neutral,-,neutral,-
981,Karena orang lain bisa tersinggung.,fw,neutral,-,neutral,-,neutral,-
982,Kalo ada perempuan tersinggung karena dipanggil emba,fw,negative,pengancaman,negative,pengancaman,neutral,-
983,siapalah yang bisa nebak orang tersinggung karena apa?,fw,neutral,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
984,Betul. Kalo itu gue setuju.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
985,Jadi kita dasarnya adalah,fw,neutral,-,neutral,-,neutral,-
986,ya kita tau niatnya baik gitu.,fw,positive,pujian,positive,pujian,positive,pujian
987,Orang kalo misalkan tersinggung sama gue,fw,neutral,-,neutral,-,neutral,-
988,itu yang kucing itu.,fw,neutral,-,neutral,-,neutral,-
989,Yang kucing itu kan ramah banget kan.,fw,positive,pujian,positive,pujian,positive,pujian
990,Parah itu.,fw,neutral,-,neutral,-,neutral,-
991,Itu salah satu ketersinggungan terparah,fw,negative,hinaan,neutral,ketidakpuasan,negative,ketidakpuasan
992,yang pernah terjadi ke gue.,fw,neutral,-,neutral,-,neutral,-
993,Walaupun untungnya tidak ada hubungan sama pekerjaan.,fw,positive,pujian,positive,pujian,positive,kepuasan
994,Job ga ilang dan segala macemnya.,fw,positive,kepuasan,neutral,-,positive,kepuasan
995,Oh itu ga?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
996,Ya lebih kepanas aja.,fw,neutral,-,neutral,-,neutral,-
997,Gue waktu itu pernah job ilang,fw,neutral,-,neutral,-,neutral,-
998,gara-gara gue bercandain Pak SBH.,fw,negative,hinaan,negative,hinaan,negative,hinaan
999,Tapi itu juga udah lama.,fw,neutral,-,neutral,-,neutral,-
1000,Oh itu job ilang?,fw,neutral,-,neutral,-,neutral,-
1001,Itu job ilang.,fw,neutral,-,neutral,-,neutral,-
1002,Oke.,fw,neutral,-,neutral,-,neutral,-
1003,Nah waktu kucing ramah itu,fw,neutral,-,neutral,-,neutral,-
1004,gue bersedia duduk bareng.,fw,neutral,-,neutral,-,neutral,-
1005,Mereka marah-marah,fw,negative,ketidakpuasan,negative,ketidakpuasan,negative,ketidakpuasan
1006,jadi mereka nyerang gue.,fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
1007,Sampai anak gue dicelak-celak gitu.,fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
1008,Terus gue bilang,fw,neutral,-,neutral,-,neutral,-
1009,kita ga mau ketemu aja.,fw,neutral,-,neutral,-,neutral,-
1010,Gue bahkan udah teleponan sama mereka.,fw,neutral,-,neutral,-,neutral,-
1011,Udah clear ya? Ya oke clear gitu.,fw,neutral,-,neutral,kepuasan,positive,kepuasan
1012,Udah selesai nih.,fw,positive,kepuasan,neutral,-,positive,kepuasan
1013,Tiba-tiba rame lagi.,fw,positive,ketidakpuasan,neutral,-,neutral,-
1014,Gue telepon lagi.,fw,neutral,-,neutral,-,neutral,-
1015,Katanya udah clear kenapa lu ramein lagi.,fw,positive,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
1016,Anak-anak pengen ketemu sama lu.,fw,positive,kepuasan,neutral,-,neutral,-
1017,Ya ketemu gue.,fw,neutral,-,neutral,-,neutral,-
1018,Oh ketemu? Ketemu aja iya.,fw,neutral,-,neutral,-,neutral,-
1019,Ngobrol ada di Youtube gue judulnya Kucing dan Komedi.,fw,neutral,-,neutral,-,neutral,-
1020,Gue ketemu sama temen-temen Gara Satu Indonesia.,fw,neutral,-,neutral,-,neutral,-
1021,Udah clear disitu.,fw,positive,kepuasan,neutral,kepuasan,neutral,-
1022,Jadi gue tuh tipikal orang adalah,fw,neutral,-,neutral,-,neutral,-
1023,gue ngomong apapun yang gue mau.,fw,positive,kepuasan,neutral,kepuasan,positive,kepuasan
1024,Kan gue pelawak.,fw,neutral,-,neutral,-,neutral,-
1025,Niat gue mau bikin orang ketawa.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
1026,"Kalo orang tersinggung, gue minta maaf.",fw,positive,pujian,positive,pujian,positive,kepuasan
1027,Gue minta maaf kalo gue menyinggung lu.,fw,positive,pujian,positive,pujian,positive,pujian
1028,Tapi gue minta maaf.,fw,positive,pujian,positive,pujian,positive,pujian
1029,Jokenya sih ga salah.,fw,positive,kepuasan,neutral,-,neutral,-
1030,Karena orang lain mereka ketawa kayak kucing.,fw,positive,kepuasan,neutral,-,positive,kepuasan
1031,Banyak pecinta kucing mempermasalahkan.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1032,Banyak pecinta kucing malah bingung.,fw,positive,ketidakpuasan,neutral,-,neutral,-
1033,Emang jokenya salah dimana ya?,fw,positive,ketidakpuasan,neutral,ketidakpuasan,neutral,-
1034,Ya ga semua pecinta kucing mempermasalahkan.,fw,positive,pujian,neutral,-,neutral,-
1035,Betul. Berarti jokenya ga salah kan?,fw,neutral,-,neutral,-,neutral,-
1036,Guenya yang merasa,fw,neutral,-,neutral,-,neutral,-
1037,kalo niat gue untuk bikin orang ketawa,fw,positive,pujian,neutral,-,positive,kepuasan
1038,"terata beda di lu, gue minta maaf.",fw,neutral,-,-,-,neutral,-
1039,Tapi maaf jokenya ga salah.,fw,positive,pujian,neutral,kepuasan,neutral,-
1040,Karena mereka waktu itu minta dihapus videonya.,fw,neutral,-,neutral,-,neutral,-
1041,Gue bilang kenapa harus dihapus?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1042,Ga harus dihapus. Gue ganti aja deh judulnya.,fw,neutral,-,neutral,-,neutral,-
1043,Waktu itu judulnya tadinya,fw,neutral,-,neutral,-,neutral,-
1044,Kucing Gembel kalo ga salah judulnya.,fw,negative,hinaan,negative,hinaan,negative,-
1045,Gue ganti jadi,fw,neutral,-,neutral,-,neutral,-
1046,Panji dan Cicak Gembel.,fw,negative,hinaan,negative,hinaan,negative,hinaan
1047,Lo bener kan?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1048,Lo bener ga?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1049,Gue pernah ngalamin hal yang sama.,fw,neutral,-,neutral,-,neutral,-
1050,Gue punya joke yang menyinggung temen-temen keturunan Tionghoa.,fw,negative,hinaan,neutral,-,negative,hinaan
1051,Jokenya itu tentang kerusuhan 98.,fw,neutral,-,neutral,-,neutral,-
1052,Judul videonya aja kerusuhan 98.,fw,neutral,-,neutral,-,neutral,-
1053,Lalu orang-orang pada marah sama gue.,fw,negative,ketidakpuasan,negative,ketidakpuasan,negative,ketidakpuasan
1054,Gila ya yang kayak gini,fw,negative,ketidakpuasan,negative,ketidakpuasan,negative,ketidakpuasan
1055,dijadiin bahan ketertawaan.,fw,positive,kepuasan,neutral,ketidakpuasan,negative,ketidakpuasan
1056,Ini kasusnya belum selesai loh.,fw,neutral,-,neutral,-,neutral,-
1057,Gue bilang sama orang-orang,fw,neutral,-,neutral,-,neutral,-
1058,Gue ngelakuin itu,fw,neutral,-,neutral,-,neutral,-
1059,justru karena gue diminta untuk jadiin bercandaan.,fw,neutral,-,neutral,-,neutral,-
1060,Gue abis ngobrol sama Kontras.,fw,neutral,-,neutral,-,neutral,-
1061,"Kontras bilang, Ji",fw,neutral,-,neutral,-,neutral,-
1062,kasus 98 itu belum kelar. Ada banyak,fw,neutral,-,neutral,-,neutral,-
1063,"pembunuhan, pemerkosaan yang dilakukan.",fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
1064,Broad daylight itu tuh yang ga selesai.,fw,neutral,-,neutral,-,neutral,-
1065,Orang lupa. Tolong dong dibahas.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1066,Gue ngelakuin itu untuk mereka.,fw,positive,pujian,positive,pujian,positive,kepuasan
1067,Sebenarnya.,fw,neutral,-,neutral,-,neutral,-
1068,Jadi kalo gue ngelakuin itu,fw,neutral,-,positive,pujian,neutral,-
1069,"untuk mereka, kemudian mereka masih tersinggung",fw,neutral,-,neutral,ketidakpuasan,neutral,-
1070,berarti kan poinnya aja yang ga nyampe.,fw,positive,ketidakpuasan,neutral,-,negative,ketidakpuasan
1071,Gue selalu ngebuka pintu untuk diskusi.,fw,positive,pujian,positive,pujian,positive,kepuasan
1072,"Dan gue selalu bilang, dan untungnya ada temen-temen",fw,positive,kepuasan,neutral,-,neutral,-
1073,"keturunan Tionghoa juga ada yang bilang, gue juga korban",fw,neutral,-,neutral,-,neutral,-
1074,kerusuhan. Gue ngerasa si Panji ga kenapa-napa gitu.,fw,positive,pujian,neutral,-,neutral,-
1075,Dan akhirnya,fw,neutral,-,neutral,-,neutral,-
1076,karena pada akhirnya,fw,neutral,-,neutral,-,neutral,-
1077,mereka ngerti apa yang ingin gue capai,fw,positive,pujian,positive,pujian,positive,pujian
1078,oh yaudah terserah. Bahwa mereka sempet tersinggung,fw,neutral,-,neutral,-,neutral,-
1079,itu hal lain. Bahwa mereka masih lanjut tersinggung,fw,neutral,-,neutral,-,neutral,-
1080,itu juga gapapa. Itu haknya mereka.,fw,positive,pujian,positive,pujian,positive,pujian
1081,Tapi kan hanya karena lo tersinggung bukan berarti,fw,neutral,-,neutral,-,neutral,-
1082,lo bener kan? Belum tentu.,fw,neutral,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
1083,Kejadian-kejadian kayak gini tuh banyak sekali.,fw,neutral,-,neutral,-,neutral,-
1084,Gue juga pernah bikin tersinggung temen Tuli.,fw,negative,hinaan,negative,hinaan,negative,hinaan
1085,Gara-garanya gue bikin,fw,neutral,-,neutral,-,neutral,-
1086,konten judulnya berita dari neraka. Jadi kayak news anchor,fw,neutral,-,neutral,-,neutral,-
1087,dari neraka. Tapi di pojok bawah tuh ada,fw,neutral,-,neutral,-,neutral,-
1088,JBI nya. Judul Bahasa Isyarat.,fw,neutral,-,neutral,-,neutral,-
1089,"Nah, beberapa hari",fw,neutral,-,neutral,-,neutral,-
1090,sebelumnya gue ngeliat di Amerika Serikat,fw,neutral,-,neutral,-,neutral,-
1091,ada perempuan pura-pura bisa,fw,neutral,-,neutral,-,neutral,-
1092,jadi jurubahasa isyarat. Tapi dia cuman gini-gini doang.,fw,negative,hinaan,neutral,-,neutral,-
1093,Iya bener.,fw,neutral,-,neutral,-,neutral,-
1094,Jadi ada kantor polisi,fw,neutral,-,neutral,-,neutral,-
1095,"mau bikin preskon. Nyari, eh disini ada yang bisa",fw,neutral,-,neutral,-,neutral,-
1096,"jurubahasa isyarat ga? Tiba-tiba ada perempuan, eh saya bisa",fw,neutral,-,neutral,-,neutral,-
1097,saya bisa gitu. Oh iya tolong tolong ya bu ya.,fw,neutral,-,neutral,-,neutral,-
1098,Terus ibunya main gini-gini aja.,fw,neutral,-,neutral,-,neutral,-
1099,Padahal dia gabisa. Terus yang nonton,fw,neutral,-,neutral,-,neutral,-
1100,yang bener-bener temen Tuli ngerasa,fw,neutral,-,neutral,-,neutral,-
1101,ngomong apa sih?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1102,Kan di mata temen Tuli orang itu cuman,fw,neutral,-,neutral,-,neutral,-
1103,gitu-gitu kan? Menurut gue itu fenomena yang,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1104,lucu. Gue pindahin lah ke,fw,neutral,-,neutral,-,neutral,-
1105,situ. Ada orang,fw,neutral,-,neutral,-,neutral,-
1106,yang jadi jurubahasa isyarat tapi,fw,neutral,-,neutral,-,neutral,-
1107,ga bisa. Menyinggung.,fw,neutral,-,neutral,-,neutral,-
1108,Katanya gue menjelek-jelekan,fw,negative,hinaan,negative,hinaan,negative,hinaan
1109,temen Tuli. Gue bilang,fw,negative,hinaan,neutral,-,neutral,-
1110,di Indonesia hanya ada satu,fw,neutral,-,neutral,-,neutral,-
1111,komika. Satu komika,fw,neutral,-,neutral,-,neutral,-
1112,di antara begitu ratusan mungkin ribuan komika,fw,neutral,-,neutral,-,neutral,-
1113,yang kalo bikin pertunjukan didesain untuk temen-temen,fw,neutral,-,neutral,-,neutral,-
1114,dengan disabilitas. Konser gue tuh ada ramp,fw,neutral,-,neutral,-,neutral,-
1115,untuk korcurada. Temen,fw,neutral,-,neutral,-,neutral,-
1116,Tuli tuh ada jurubahasa isyaratnya. Kemaren,fw,neutral,-,neutral,-,neutral,-
1117,di Istora tuh orang nonton. Ada jurubahasa isyarat.,fw,neutral,-,neutral,-,neutral,-
1118,"Gue bilang, kok bisa sih",fw,neutral,-,neutral,ketidakpuasan,neutral,-
1119,gue yang peduli sampe segitunya,fw,positive,pujian,positive,pujian,positive,pujian
1120,"mikirin, ngeluarin",fw,neutral,-,neutral,-,neutral,-
1121,"usaha sebesar itu, dianggap sebagai orang",fw,positive,ketidakpuasan,positive,pujian,positive,pujian
1122,yang ga peduli.,fw,neutral,-,negative,-,negative,ketidakpuasan
1123,"Jadi kesimpulannya, baik",fw,neutral,-,neutral,-,neutral,-
1124,yang tersinggung karena Cina,fw,neutral,-,neutral,-,neutral,-
1125,"atau istri Tionghoa, baik",fw,positive,pujian,neutral,-,neutral,-
1126,"yang Kucing, baik yang temen Tuli",fw,neutral,-,neutral,-,neutral,-
1127,itu tuh marah sama gue hanya,fw,neutral,-,neutral,-,neutral,-
1128,karena satu faktor. Belum kenal aja.,fw,neutral,-,neutral,-,neutral,-
1129,Sama lagi dengan orang yang,fw,neutral,-,neutral,-,neutral,-
1130,marah sama temen-temen LGBT.,fw,negative,seksualitas,negative,seksualitas,negative,seksualitas
1131,Hanya karena belum kenal. Itu tuh sebenernya,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1132,yang selama ini lagi gue perjuangkan.,fw,positive,pujian,positive,pujian,positive,kepuasan
1133,Maksud lo pengen bikin mereka kenalan sama LGBT?,fw,negative,seksualitas,negative,seksualitas,negative,seksualitas
1134,Gue ingin menjembatani,fw,neutral,-,positive,pujian,neutral,-
1135,perbedaan atau,fw,neutral,-,neutral,-,neutral,-
1136,ketidakkenalan. Jadi,fw,neutral,-,neutral,-,neutral,-
1137,Indonesia kan negara kepulauan ya. Kita mau ngomongin,fw,neutral,-,neutral,-,neutral,-
1138,aktual negara kepulauan atau kita ngomongin,fw,neutral,-,neutral,-,neutral,-
1139,metaforical gitu.,fw,neutral,-,neutral,-,neutral,-
1140,Terlalu banyak perbedaan kan diantara kita.,fw,neutral,-,neutral,-,neutral,-
1141,Kalo lo tau ada banyak pulau,fw,neutral,-,neutral,-,neutral,-
1142,"di Indonesia, jangan bangun tembok",fw,neutral,-,neutral,-,negative,ketidakpuasan
1143,bangun jembatan. Karena,fw,neutral,-,neutral,-,neutral,-
1144,"selama orang ini tinggal disini dan tinggal disini,",fw,neutral,-,neutral,-,neutral,-
1145,"yang ini akan curiga sama yang ini, yang ini akan curiga",fw,neutral,-,neutral,-,neutral,-
1146,sama ini. Kecurigaan itu hanya,fw,neutral,-,neutral,-,neutral,-
1147,ilang kalo ada orang yang bikin jembatan,fw,neutral,-,neutral,-,neutral,-
1148,dan membantu menyeberangkan. Sehingga orang yang ada disini,fw,neutral,-,positive,pujian,neutral,-
1149,tau kenapa yang ada disitu pikirannya,fw,neutral,-,neutral,-,neutral,-
1150,begitu. Yang disini tau kenapa,fw,neutral,-,neutral,-,neutral,-
1151,yang di pulau ini pemikirannya seperti itu.,fw,neutral,-,neutral,-,neutral,-
1152,Semakin banyak dialog antara pulau-pulau,fw,neutral,-,neutral,-,neutral,-
1153,"ini, semakin tercapai",fw,neutral,-,neutral,-,neutral,-
1154,persatuan yang kita cita-citakan. Tapi,fw,positive,kepuasan,positive,pujian,positive,kepuasan
1155,sulit karena lo sendirinya dibenci.,fw,positive,ketidakpuasan,negative,-,negative,ketidakpuasan
1156,Ya itu resiko yang mesti gue ambil.,fw,positive,ketidakpuasan,neutral,-,positive,kepuasan
1157,Ketika ada orang,fw,neutral,-,neutral,-,neutral,-
1158,"dari sini nyeberang kesini, pasti",fw,neutral,-,neutral,-,neutral,-
1159,yang disini marah. Apaan tuh orang pulau,fw,neutral,-,negative,ketidakpuasan,negative,ketidakpuasan
1160,sono nyeberang kesini? Pasti gitu.,fw,neutral,-,neutral,-,neutral,-
1161,"Tapi kan dibutuhkan konsistensi, kesediaan",fw,positive,-,positive,pujian,neutral,-
1162,"untuk duduk, kesediaan untuk",fw,neutral,-,neutral,-,neutral,-
1163,bersedia dialog sama orang yang di pulau,fw,positive,kepuasan,positive,pujian,positive,kepuasan
1164,seberang untuk membuat dialog itu terjadi.,fw,positive,kepuasan,neutral,-,positive,kepuasan
1165,Udah gitu doang. Kadang-kadang,fw,positive,ketidakpuasan,neutral,-,neutral,-
1166,"ya, gue baca buku judulnya",fw,neutral,-,neutral,-,neutral,-
1167,The Righteous Man,fw,neutral,-,neutral,-,neutral,-
1168,"yang di nulis Jonathan Haidt. Dia bilang kayak gini,",fw,neutral,-,neutral,-,neutral,-
1169,kalo lo lahir,fw,neutral,-,neutral,-,neutral,-
1170,"di lingkungan yang homogen,",fw,neutral,-,neutral,-,neutral,-
1171,lo akan selalu curiga sama,fw,neutral,-,neutral,ketidakpuasan,neutral,-
1172,yang heterogen. Misalnya,fw,neutral,-,neutral,-,neutral,-
1173,"aja ya, dari lahir, dari lo",fw,neutral,-,neutral,-,neutral,-
1174,"kecil sampai lo kuliah, lingkungan",fw,neutral,-,neutral,-,neutral,-
1175,lo tuh cuman,fw,neutral,-,neutral,-,neutral,-
1176,orang Islam Jawa gitu misalnya.,fw,neutral,-,neutral,-,neutral,-
1177,Ga ada orang yang ga Islam dan ga ada orang yang Jawa.,fw,neutral,-,neutral,-,neutral,-
1178,"Ketika lo pindah ke sebuah kota yang heterogen,",fw,neutral,-,neutral,-,neutral,-
1179,semua yang heterogen itu akan memberi,fw,positive,pujian,positive,pujian,positive,pujian
1180,kecenderungan curiga dan takut.,fw,neutral,-,negative,-,negative,ketidakpuasan
1181,"Sebaliknya, kalo lo lahir heterogen,",fw,neutral,-,neutral,-,neutral,pujian
