no;sentence;case;label_adam;reason_adam;label_anthony;reason_anthony;label_yoshua;reason_yoshua;mdhugol_pred;mdhugol_conf;poerwiyanto_pred;poerwiyanto_conf;hilmansw_pred;hilmansw_conf;ayameRushia_pred;ayameRushia_conf
844;Lu nyinggung ngongol katanya.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9979228377342224;positive;0.9980283379554749;negative;0.9998351335525513;negative;0.9997710585594177
845;Orang ngongol ga tersinggung?;fw;neutral;-;-;-;neutral;-;negative;0.9952320456504822;positive;0.9984689354896545;negative;0.9998302459716797;negative;0.9998486042022705
846;Lu bilang gini.;fw;neutral;-;neutral;-;neutral;-;negative;0.9371955990791321;positive;0.9869198799133301;neutral;0.9998468160629272;negative;0.9996447563171387
847;Iya, gue tau joke.;fw;positive;kepuasan;neutral;-;positive;kepuasan;neutral;0.9900761246681213;positive;0.7611467242240906;neutral;0.9998728036880493;negative;0.9993587136268616
848;Ngongol jadi calon apa?;fw;neutral;-;neutral;-;neutral;-;negative;0.9974352717399597;positive;0.9979706406593323;negative;0.9949317574501038;negative;0.9998431205749512
849;Dia jadi calon legislatif dari PSI.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9967138767242432;neutral;0.9974986910820007;neutral;0.9998080134391785;neutral;0.999572217464447
850;Lu milih ngongol.;fw;neutral;-;neutral;-;neutral;-;negative;0.9974296689033508;positive;0.9978086352348328;negative;0.9993723034858704;negative;0.999818742275238
851;Stress.;fw;neutral;-;neutral;-;neutral;-;negative;0.9978300929069519;positive;0.9969058632850647;neutral;0.9997722506523132;positive;0.9994617104530334
852;Orang abis pemilu;fw;neutral;-;neutral;-;neutral;-;negative;0.9882737398147583;neutral;0.7612528204917908;neutral;0.9996814727783203;negative;0.9997969269752502
853;ikut ini gagal, stress.;fw;neutral;-;neutral;-;neutral;-;negative;0.9980291724205017;positive;0.9858585000038147;negative;0.9998527765274048;negative;0.9998410940170288
854;Ini belum pemilu udah stress.;fw;negative;hinaan;neutral;-;negative;hinaan;negative;0.9981216788291931;positive;0.9971649050712585;negative;0.9998941421508789;negative;0.9998335838317871
855;Lu bener kan?;fw;negative;ketidakpuasan;neutral;-;negative;hinaan;negative;0.6078339219093323;positive;0.9974390268325806;neutral;0.9998581409454346;negative;0.998892605304718
856;Lu bener kan?;fw;negative;ketidakpuasan;neutral;-;neutral;-;negative;0.6078339219093323;positive;0.9974390268325806;neutral;0.9998581409454346;negative;0.998892605304718
857;Orang nyalek, gagal, stress.;fw;neutral;-;neutral;-;neutral;-;negative;0.9978845715522766;positive;0.9971449971199036;negative;0.9998561143875122;negative;0.9998202919960022
858;Dia belum mulai nyalek udah stress duluan.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9980935454368591;positive;0.9979690909385681;negative;0.999884843826294;negative;0.999822199344635
859;Kan namanya ngongol stress.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9981703758239746;positive;0.9982140064239502;negative;0.999871015548706;negative;0.9998528957366943
860;Dan yang Indonesia ga tau adalah;fw;neutral;-;neutral;-;neutral;-;negative;0.9241811037063599;neutral;0.8312264084815979;neutral;0.9998739957809448;negative;0.9995065927505493
861;nama ngongol stress itu dapetnya dari gue.;fw;positive;kepuasan;neutral;-;positive;kepuasan;negative;0.8814796209335327;positive;0.9977678060531616;neutral;0.9998712539672852;negative;0.9998539686203003
862;Ngongol sering bilang,;fw;neutral;-;neutral;-;neutral;-;negative;0.9958107471466064;positive;0.9867841005325317;neutral;0.614819347858429;negative;0.9994674324989319
863;yang ngasih gue nama ngongol stress itu Panji Pragiwaksono.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9828284382820129;positive;0.5621756315231323;neutral;0.9996697902679443;negative;0.9998008608818054
864;Tanya ngongol kalo ga percaya.;fw;positive;ketidakpuasan;neutral;ketidakpuasan;neutral;-;negative;0.9948644042015076;positive;0.9837903380393982;negative;0.9439566135406494;negative;0.9998540878295898
865;Ngongol udah pernah kesini belum?;fw;neutral;-;neutral;-;neutral;-;negative;0.9882057905197144;positive;0.9951943755149841;neutral;0.9998335838317871;negative;0.9998261332511902
866;Udah, udah.;fw;neutral;-;neutral;-;neutral;-;negative;0.5506390929222107;negative;0.9901580214500427;neutral;0.9998704195022583;positive;0.9929244518280029
867;Udah meninggal ya berarti.;fw;negative;hinaan;neutral;-;neutral;-;negative;0.9746871590614319;positive;0.8766719102859497;neutral;0.9985588192939758;negative;0.9965537786483765
868;Lucu, lucu.;fw;neutral;-;positive;pujian;positive;pujian;positive;0.9941636919975281;negative;0.9977939128875732;neutral;0.9997971653938293;positive;0.9995535016059875
869;Sangkain dia pake baju biru juga.;fw;neutral;-;neutral;-;neutral;-;negative;0.9094564318656921;positive;0.8994515538215637;neutral;0.9998894929885864;positive;0.9171006679534912
870;Gue pikir pake baju biru.;fw;neutral;-;neutral;-;neutral;-;neutral;0.7277694344520569;positive;0.9961490631103516;neutral;0.9998925924301147;negative;0.5453065633773804
871;Meninggal gue pikir.;fw;negative;hinaan;neutral;-;neutral;-;negative;0.8786596059799194;positive;0.96490079164505;neutral;0.9998263716697693;negative;0.9982670545578003
872;Tapi gue sama ngongol juga ga ada masalah.;fw;neutral;-;neutral;-;neutral;-;negative;0.9916273355484009;positive;0.997800886631012;negative;0.999869704246521;negative;0.9997814297676086
873;Dan jokenya pun gue bilang,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9721609950065613;positive;0.9587679505348206;neutral;0.9998809099197388;negative;0.9990195035934448
874;lu sadar?;fw;neutral;-;neutral;-;neutral;-;negative;0.9690561294555664;positive;0.9942002296447754;neutral;0.9998412132263184;negative;0.5369651913642883
875;Gue nanya sama penonton, lu tau ga sih;fw;neutral;-;neutral;ketidakpuasan;neutral;-;neutral;0.8291556239128113;positive;0.9844660758972168;neutral;0.9998840093612671;negative;0.9995768666267395
876;tapi target dari jokenya ini siapa?;fw;neutral;-;neutral;-;neutral;-;negative;0.9745255708694458;positive;0.9905797839164734;neutral;0.999853253364563;negative;0.999760091304779
877;Semua penonton tau.;fw;neutral;-;neutral;-;neutral;-;neutral;0.7036042809486389;negative;0.34746092557907104;neutral;0.9998733997344971;positive;0.6443543434143066
878;Gue bukan ngetawain ngongol,;fw;positive;pujian;positive;pujian;positive;pujian;negative;0.993500292301178;positive;0.9974485039710999;negative;0.9998576641082764;negative;0.9997701048851013
879;gue ngetawain PSI.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9416738748550415;positive;0.996839165687561;negative;0.984336256980896;negative;0.999747097492218
880;Ngongol mah terserah.;fw;neutral;-;neutral;-;neutral;-;negative;0.9962018132209778;positive;0.9971049427986145;neutral;0.9996895790100098;negative;0.9997788071632385
881;Ngongol mau jadi caleg, mau jadi kades,;fw;positive;kepuasan;positive;kepuasan;neutral;-;negative;0.996982991695404;positive;0.9953553676605225;negative;0.9998891353607178;negative;0.9981933236122131
882;terserah.;fw;neutral;-;neutral;-;neutral;-;neutral;0.7669903635978699;positive;0.7621628046035767;neutral;0.9998692274093628;negative;0.616340696811676
883;Lah ini partai yang milih ngongol gitu loh.;fw;neutral;-;neutral;-;neutral;-;negative;0.9966387748718262;positive;0.9930320978164673;neutral;0.9772581458091736;negative;0.9998154044151306
884;Ayo ngongol.;fw;positive;pujian;positive;pujian;neutral;-;negative;0.997283935546875;positive;0.6475462913513184;negative;0.9997599720954895;negative;0.999832034111023
885;Itu yang gue pertanyakan gitu.;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.9846413731575012;positive;0.9853789806365967;neutral;0.9993465542793274;neutral;0.5071455836296082
886;Dan gue sama PSI pun gapapa.;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.9648943543434143;positive;0.6838856339454651;neutral;0.9998094439506531;negative;0.9998319149017334
887;Tapi kalo lu bikin materi model kayak gitu,;fw;neutral;-;neutral;-;neutral;-;neutral;0.6746416091918945;positive;0.855334997177124;neutral;0.9998769760131836;neutral;0.8424351811408997
888;lu ada izin ga misalnya kayak ke ngongol?;fw;neutral;-;neutral;-;neutral;-;negative;0.9886273741722107;positive;0.9871232509613037;neutral;0.9995095729827881;negative;0.9995934367179871
889;Ga ada, ga perlu.;fw;neutral;-;neutral;-;neutral;-;negative;0.9870255589485168;neutral;0.5037024021148682;negative;0.8024892807006836;negative;0.9995177984237671
890;Kenapa?;fw;neutral;-;neutral;-;neutral;-;negative;0.9714755415916443;positive;0.9889926314353943;neutral;0.9998784065246582;negative;0.9995762705802917
891;Kenapa?;fw;neutral;-;neutral;-;neutral;-;negative;0.9714755415916443;positive;0.9889926314353943;neutral;0.9998784065246582;negative;0.9995762705802917
892;Kenapa harus izin?;fw;neutral;-;neutral;-;neutral;-;neutral;0.6082190275192261;positive;0.7695071697235107;neutral;0.9998918771743774;negative;0.9997784495353699
893;Kayak orang tersinggung gimana?;fw;neutral;-;neutral;-;neutral;-;negative;0.998066246509552;positive;0.998151957988739;negative;0.9962013363838196;negative;0.9998513460159302
894;Orang mah ga ketahuan tersinggung karena apa.;fw;neutral;-;neutral;-;neutral;-;negative;0.8575420379638672;positive;0.9974760413169861;neutral;0.9997711777687073;negative;0.9998389482498169
895;Lu tau ga kemarin ada;fw;neutral;-;neutral;-;neutral;-;neutral;0.9473296403884888;positive;0.81523597240448;neutral;0.9998906850814819;neutral;0.9976807832717896
896;ojol menyinggung perempuan;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.977047324180603;positive;0.7294146418571472;neutral;0.9997335076332092;negative;0.9430133104324341
897;karena dipanggil mbak.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9773991107940674;neutral;0.9830288887023926;neutral;0.9998862743377686;negative;0.9811098575592041
898;Kalo kan itu rame tuh.;fw;neutral;-;neutral;-;neutral;-;negative;0.796859622001648;positive;0.9950987696647644;neutral;0.9998233914375305;negative;0.9998069405555725
899;Perempuannya ga terima.;fw;neutral;-;neutral;-;neutral;-;negative;0.997541069984436;negative;0.8597258925437927;negative;0.9998687505722046;negative;0.9998041987419128
900;Jangan manggil saya mbak ya.;fw;negative;ketidakpuasan;negative;ketidakpuasan;negative;ketidakpuasan;negative;0.5908324718475342;positive;0.70974200963974;neutral;0.9998904466629028;negative;0.9994754195213318
901;Kita ini lagi di Jakarta gitu.;fw;neutral;-;neutral;-;neutral;-;negative;0.8766012787818909;neutral;0.9938218593597412;neutral;0.9998573064804077;negative;0.7685988545417786
902;Terus rame itu di sosmed.;fw;neutral;-;neutral;-;neutral;-;negative;0.9564889669418335;neutral;0.5569523572921753;neutral;0.8797271251678467;negative;0.6315896511077881
903;Karena ada perempuan tersinggung;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.9973053932189941;positive;0.9960522651672363;negative;0.999886155128479;negative;0.9998067021369934
904;hanya karena dipanggil mbak.;fw;neutral;-;neutral;ketidakpuasan;neutral;-;neutral;0.9396181106567383;neutral;0.9258867502212524;neutral;0.9998179078102112;negative;0.999745786190033
905;Kan aneh kan?;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.9966915845870972;positive;0.9980407357215881;neutral;0.7140694856643677;negative;0.9997994303703308
906;Berarti kan kita kan ga akan pernah tau;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.9684065580368042;neutral;0.4106951653957367;neutral;0.9998596906661987;neutral;0.9735751748085022
907;orang tersinggung karena apa.;fw;neutral;-;neutral;ketidakpuasan;negative;ketidakpuasan;negative;0.9978905320167542;positive;0.9956876635551453;negative;0.9996411800384521;negative;0.999849796295166
908;Jadi gue berhenti untuk mempermasalahkan;fw;positive;kepuasan;positive;pujian;positive;kepuasan;negative;0.9945734143257141;positive;0.9971601963043213;negative;0.8906964063644409;negative;0.9997377991676331
909;jog gue riset terlalu dalam.;fw;neutral;-;-;-;neutral;-;negative;0.9891034364700317;positive;0.9927393794059753;neutral;0.8925275802612305;negative;0.9998359680175781
910;Yang penting gue tau niat gue baik.;fw;positive;pujian;positive;pujian;positive;pujian;positive;0.668363094329834;negative;0.910185694694519;neutral;0.9989140033721924;positive;0.9994626641273499
911;Niat gue ga pernah untuk menjelekan siapa-siapa.;fw;positive;pujian;positive;pujian;positive;pujian;positive;0.8959669470787048;positive;0.9776554107666016;neutral;0.9998643398284912;negative;0.9993579983711243
912;Jadi gue ngomongin apa yang gue pengen aja.;fw;positive;kepuasan;neutral;-;positive;kepuasan;neutral;0.8814976215362549;positive;0.9874181747436523;neutral;0.9998519420623779;negative;0.9995986819267273
913;Tapi disitu lu menjelekan Pesi dan Mowal.;fw;negative;hinaan;neutral;ketidakpuasan;negative;hinaan;negative;0.9973306655883789;positive;0.9883747100830078;neutral;0.775543749332428;negative;0.9994156360626221
914;Ga menjelekan.;fw;neutral;-;neutral;-;neutral;-;positive;0.9917978048324585;positive;0.9961416125297546;neutral;0.9973986148834229;negative;0.999765932559967
915;Menjelekan.;fw;neutral;-;neutral;-;neutral;-;negative;0.9981144666671753;positive;0.9965364933013916;negative;0.9988440275192261;negative;0.9997801184654236
916;Mana ada.;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.9339404106140137;positive;0.7026554942131042;neutral;0.9998549222946167;negative;0.995719850063324
917;Itu stress.;fw;neutral;-;neutral;-;negative;hinaan;negative;0.9981448650360107;positive;0.9985958933830261;neutral;0.9962475895881653;negative;0.9998227953910828
918;Mempertanyakan.;fw;neutral;-;neutral;ketidakpuasan;neutral;-;negative;0.992219090461731;positive;0.9951907396316528;neutral;0.999510645866394;neutral;0.9689261317253113
919;Iya mempertanyakan iya.;fw;neutral;-;neutral;-;neutral;-;neutral;0.4673509895801544;positive;0.9975595474243164;neutral;0.9991231560707092;negative;0.9986352324485779
920;Mempertanyakan bisa menjelekan juga loh.;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.9969639182090759;positive;0.994690477848053;neutral;0.8863489627838135;negative;0.9993767142295837
921;Ya kalo orangnya gampang tersinggung.;fw;neutral;-;neutral;-;neutral;-;negative;0.9970992803573608;negative;0.5216401815414429;negative;0.9920435547828674;negative;0.9998449087142944
922;Iya nah itu dia maksud gue.;fw;neutral;-;neutral;-;neutral;-;neutral;0.985870361328125;positive;0.9886759519577026;neutral;0.9998798370361328;negative;0.9989079236984253
923;Itu dia yang tadi gue obrolin.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9921466708183289;positive;0.9920733571052551;neutral;0.9998052716255188;neutral;0.9994869232177734
924;Kenapa lu mengetahui itu;fw;neutral;-;neutral;-;neutral;-;negative;0.9401158094406128;positive;0.9955877065658569;neutral;0.9998838901519775;negative;0.9998212456703186
925;terus ga coba masukin diri lu kesana.;fw;neutral;-;neutral;-;neutral;-;negative;0.9160799384117126;positive;0.9908242225646973;neutral;0.9993425011634827;negative;0.9997854828834534
926;Eh sekarang gini deh Paji.;fw;neutral;-;neutral;-;neutral;-;negative;0.7686808109283447;positive;0.5531116724014282;neutral;0.9996122717857361;negative;0.9997884631156921
927;Kita fair-fairan ya.;fw;neutral;-;neutral;-;neutral;-;positive;0.8891097903251648;negative;0.5727087259292603;positive;0.911162257194519;positive;0.9935722351074219
928;Gue misalnya.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9937453269958496;positive;0.7691900134086609;neutral;0.9998743534088135;neutral;0.6831072568893433
929;Gue pernah nih gue bikin konten ya.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9972670078277588;neutral;0.8399561643600464;neutral;0.9993914365768433;neutral;0.9977543950080872
930;Terus ini pihak;fw;neutral;-;neutral;-;neutral;-;negative;0.7261253595352173;positive;0.7621336579322815;neutral;0.9998588562011719;negative;0.9723049998283386
931;pihak musuhnya lah.;fw;neutral;-;neutral;-;neutral;-;negative;0.9974028468132019;positive;0.9969879984855652;neutral;0.9988576173782349;negative;0.9998396635055542
932;Yang gue wawancara nih.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9975343942642212;neutral;0.91045743227005;neutral;0.9998897314071655;neutral;0.9989867806434631
933;Pihak musuhnya waktu itu.;fw;neutral;-;neutral;-;neutral;-;negative;0.924186110496521;positive;0.9980535507202148;neutral;0.9998401403427124;negative;0.999777615070343
934;Terus gue karena ini teman.;fw;neutral;-;positive;pujian;neutral;-;neutral;0.9952032566070557;positive;0.7282386422157288;neutral;0.9998527765274048;negative;0.8271910548210144
935;Teman artis juga.;fw;negative;ketidakpuasan;neutral;-;neutral;-;neutral;0.8904090523719788;negative;0.8310008645057678;neutral;0.9998741149902344;positive;0.674392580986023
936;Gue bilang bro.;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.991212785243988;positive;0.934381365776062;neutral;0.9998797178268433;negative;0.9101209044456482
937;Ini si ini dateng kesini.;fw;negative;ketidakpuasan;neutral;-;neutral;-;neutral;0.924920916557312;positive;0.9799479246139526;neutral;0.9998830556869507;negative;0.6083683967590332
938;Gue podcast.;fw;neutral;-;neutral;-;neutral;-;neutral;0.985321581363678;negative;0.5240709185600281;neutral;0.9998608827590942;positive;0.9809644818305969
